Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NCarsGroup,NChildrenAtHomeGroup,TotalChildrenGroup,YearlyIncome,Age,AveMonthSpend,log_AveMonthSpend,BikeBuyer
High School,Skilled Manual,M,M,1,1-2,No,No,44109,18.0,70,4.248495242049359,0
High School,Skilled Manual,M,S,0,1-2,No,No,56787,17.0,65,4.174387269895637,0
High School,Skilled Manual,M,M,1,1-2,No,No,63725,17.0,73,4.290459441148391,0
Partial College,Clerical,F,M,0,1-2,No,2,41369,60.0,39,3.6635616461296463,0
Partial High School,Clerical,F,S,0,1-2,No,No,38881,18.0,36,3.58351893845611,1
High School,Skilled Manual,F,S,0,1-2,No,No,47416,19.0,47,3.8501476017100584,1
Bachelors ,Management,M,M,1,1-2,No,2,68883,59.0,70,4.248495242049359,0
Bachelors ,Management,F,S,1,1-2,No,2,51132,59.0,40,3.6888794541139363,0
High School,Skilled Manual,F,S,0,1-2,No,No,38359,20.0,41,3.713572066704308,0
High School,Skilled Manual,F,S,0,1-2,No,No,21824,20.0,42,3.7376696182833684,0
High School,Skilled Manual,F,S,1,1-2,No,No,43615,18.0,45,3.8066624897703196,0
Partial College,Clerical,M,M,0,1-2,No,2,39793,58.0,56,4.02535169073515,0
Bachelors ,Management,M,M,1,1-2,No,2,70081,58.0,67,4.204692619390966,0
Bachelors ,Management,M,M,0,1-2,No,2,80395,57.0,71,4.2626798770413155,0
Bachelors ,Management,M,M,0,1-2,No,2,72379,57.0,65,4.174387269895637,0
Bachelors ,Management,F,M,1,1-2,No,2,60469,55.0,48,3.871201010907891,0
Graduate Degree,Management,F,S,0,1-2,No,2,91467,55.0,50,3.912023005428146,0
High School,Skilled Manual,F,S,0,1-2,No,No,41082,21.0,40,3.6888794541139363,0
High School,Skilled Manual,M,S,0,1-2,No,No,59048,22.0,62,4.127134385045092,0
High School,Skilled Manual,M,S,1,1-2,No,No,49765,22.0,62,4.127134385045092,1
Partial College,Skilled Manual,M,S,1,1-2,No,No,59308,23.0,70,4.248495242049359,0
Partial College,Skilled Manual,M,M,1,1-2,No,No,49656,23.0,70,4.248495242049359,0
Partial College,Skilled Manual,M,M,1,1-2,No,No,97887,24.0,79,4.3694478524670215,1
Partial College,Skilled Manual,M,S,1,1-2,No,No,90527,24.0,72,4.276666119016055,0
Partial College,Skilled Manual,F,S,1,1-2,No,No,82133,25.0,46,3.828641396489095,0
Bachelors ,Management,F,M,1,1-2,No,No,107359,25.0,60,4.0943445622221,0
Bachelors ,Management,M,M,0,1-2,No,No,117980,29.0,83,4.418840607796598,0
Graduate Degree,Management,F,M,1,No,>=1,1,155608,30.0,72,4.276666119016055,1
Graduate Degree,Management,M,M,1,No,>=1,1,172193,30.0,108,4.68213122712422,1
Graduate Degree,Management,F,M,0,1-2,>=1,1,151659,30.0,70,4.248495242049359,0
Graduate Degree,Skilled Manual,F,S,0,No,No,4,82926,38.0,52,3.9512437185814275,0
Partial College,Clerical,M,S,1,1-2,>=1,4,38921,25.0,105,4.653960350157523,1
Graduate Degree,Skilled Manual,M,M,1,No,No,No,59080,25.0,74,4.30406509320417,0
Graduate Degree,Skilled Manual,M,M,1,No,No,No,85302,24.0,84,4.430816798843313,0
Graduate Degree,Skilled Manual,M,M,1,No,No,No,65995,24.0,72,4.276666119016055,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,72521,24.0,73,4.290459441148391,0
Graduate Degree,Skilled Manual,F,S,1,No,No,1,62587,24.0,54,3.9889840465642745,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,67704,24.0,75,4.31748811353631,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,75092,24.0,75,4.31748811353631,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,96623,26.0,81,4.394449154672439,0
Graduate Degree,Skilled Manual,M,M,1,No,>=1,1,101886,26.0,96,4.564348191467836,0
Graduate Degree,Skilled Manual,M,M,1,No,>=1,1,77270,25.0,95,4.553876891600541,1
Graduate Degree,Skilled Manual,F,M,1,No,>=1,1,56821,25.0,55,4.007333185232471,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,124329,25.0,82,4.406719247264253,0
Graduate Degree,Skilled Manual,M,S,1,No,No,1,104136,25.0,73,4.290459441148391,0
Graduate Degree,Professional,F,M,1,No,No,1,102382,25.0,57,4.04305126783455,1
Bachelors ,Skilled Manual,M,M,1,No,>=1,1,66525,27.0,89,4.48863636973214,0
Bachelors ,Management,M,M,1,1-2,No,4,121887,53.0,83,4.418840607796598,0
Graduate Degree,Management,M,S,1,1-2,No,4,114081,53.0,71,4.2626798770413155,0
Bachelors ,Management,F,M,1,1-2,No,>=5,86294,53.0,51,3.9318256327243257,0
Bachelors ,Management,M,M,1,1-2,No,>=5,118037,52.0,76,4.330733340286331,0
Bachelors ,Management,M,M,1,1-2,No,>=5,99754,52.0,81,4.394449154672439,0
Bachelors ,Management,M,M,1,>=3,No,>=5,98221,51.0,79,4.3694478524670215,0
Bachelors ,Management,F,M,1,>=3,No,>=5,97646,51.0,50,3.912023005428146,0
Bachelors ,Management,F,M,1,>=3,No,>=5,94766,51.0,52,3.9512437185814275,0
Bachelors ,Management,M,M,1,1-2,>=1,3,102212,51.0,93,4.532599493153256,0
Bachelors ,Management,M,M,1,1-2,>=1,4,106724,51.0,93,4.532599493153256,0
Bachelors ,Management,F,S,1,1-2,>=1,4,90023,51.0,50,3.912023005428146,1
Bachelors ,Management,M,M,1,>=3,No,>=5,103575,50.0,80,4.382026634673881,0
Bachelors ,Management,M,M,1,>=3,No,>=5,98772,50.0,77,4.343805421853684,0
Bachelors ,Management,M,S,1,>=3,No,>=5,97240,50.0,76,4.330733340286331,1
Bachelors ,Management,F,M,1,>=3,No,>=5,76282,50.0,52,3.9512437185814275,0
Bachelors ,Management,F,S,1,No,>=1,2,96275,50.0,61,4.110873864173311,0
Bachelors ,Management,F,M,1,No,>=1,2,100290,50.0,56,4.02535169073515,0
Bachelors ,Management,F,M,1,1-2,>=1,4,97381,50.0,59,4.07753744390572,0
Partial College,Professional,F,S,1,1-2,>=1,2,69375,49.0,49,3.8918202981106265,1
Partial College,Professional,M,M,0,1-2,>=1,2,106299,49.0,89,4.48863636973214,0
Bachelors ,Management,F,M,1,No,>=1,2,95788,49.0,62,4.127134385045092,0
Bachelors ,Management,F,M,1,No,>=1,2,86292,49.0,59,4.07753744390572,0
Partial College,Professional,F,S,1,1-2,>=1,2,86648,48.0,55,4.007333185232471,1
Partial College,Professional,M,S,1,1-2,>=1,2,102634,48.0,85,4.442651256490317,1
High School,Professional,M,M,1,1-2,>=1,2,94532,47.0,89,4.48863636973214,0
Partial College,Professional,M,M,1,1-2,>=1,2,93022,47.0,94,4.543294782270004,0
Partial College,Professional,F,M,1,1-2,>=1,2,61557,47.0,57,4.04305126783455,0
Partial College,Professional,F,M,0,1-2,>=1,4,72552,47.0,67,4.204692619390966,0
Partial College,Professional,F,S,1,1-2,>=1,4,78362,47.0,65,4.174387269895637,1
High School,Professional,M,M,0,1-2,>=1,2,86234,46.0,91,4.51085950651685,0
Partial College,Professional,M,M,1,1-2,>=1,2,87479,46.0,90,4.499809670330265,0
Partial College,Professional,F,M,1,1-2,>=1,2,82760,46.0,57,4.04305126783455,0
Partial College,Professional,M,M,1,1-2,>=1,2,98804,46.0,91,4.51085950651685,0
Partial College,Professional,F,S,1,1-2,>=1,4,67888,46.0,57,4.04305126783455,1
Partial College,Professional,M,M,1,1-2,>=1,4,103252,46.0,109,4.6913478822291435,0
Partial College,Professional,F,M,1,1-2,>=1,4,83527,46.0,69,4.23410650459726,1
Partial College,Professional,F,M,1,1-2,>=1,4,77999,46.0,70,4.248495242049359,0
Partial College,Professional,M,M,1,1-2,>=1,4,93669,45.0,111,4.709530201312334,1
Partial College,Professional,F,M,1,1-2,>=1,>=5,74934,45.0,68,4.219507705176107,0
Partial College,Professional,M,M,0,>=3,>=1,3,170255,39.0,140,4.941642422609304,1
Partial College,Professional,F,M,0,>=3,>=1,3,145975,39.0,94,4.543294782270004,1
High School,Professional,M,M,1,>=3,>=1,4,157132,40.0,150,5.0106352940962555,0
High School,Professional,F,M,1,>=3,>=1,4,131120,40.0,96,4.564348191467836,1
Partial College,Professional,M,M,1,>=3,>=1,4,152705,40.0,152,5.0238805208462765,0
High School,Professional,M,M,1,1-2,>=1,4,164545,41.0,155,5.043425116919247,0
High School,Professional,M,M,1,1-2,>=1,4,153767,41.0,150,5.0106352940962555,1
Partial College,Professional,F,M,1,>=3,>=1,4,130406,42.0,94,4.543294782270004,1
Partial College,Professional,M,M,1,>=3,>=1,4,163232,42.0,155,5.043425116919247,1
Graduate Degree,Management,M,S,1,1-2,No,3,125901,65.0,68,4.219507705176107,0
Graduate Degree,Management,M,M,1,1-2,No,3,148607,65.0,69,4.23410650459726,0
Graduate Degree,Management,F,S,1,1-2,No,2,62285,64.0,40,3.6888794541139363,0
Graduate Degree,Management,M,M,1,1-2,No,4,112803,64.0,69,4.23410650459726,0
Partial College,Professional,M,M,1,>=3,>=1,4,121279,32.0,144,4.969813299576001,1
Partial College,Professional,F,M,1,>=3,>=1,4,111758,32.0,95,4.553876891600541,1
Graduate Degree,Management,F,M,1,1-2,No,No,143874,32.0,61,4.110873864173311,1
Partial College,Professional,M,M,1,1-2,>=1,4,121854,33.0,137,4.919980925828125,1
Bachelors ,Management,F,M,1,>=3,>=1,3,136611,33.0,80,4.382026634673881,0
Graduate Degree,Management,M,S,0,1-2,>=1,2,182585,33.0,114,4.736198448394496,1
Bachelors ,Management,F,M,1,1-2,>=1,1,143284,33.0,74,4.30406509320417,0
Graduate Degree,Management,F,S,0,>=3,No,No,155004,33.0,52,3.9512437185814275,1
Partial College,Professional,M,S,1,1-2,>=1,4,129206,34.0,118,4.770684624465665,1
Partial College,Professional,M,M,1,1-2,>=1,4,123155,34.0,135,4.90527477843843,1
Partial College,Professional,F,S,0,1-2,>=1,4,104236,34.0,80,4.382026634673881,1
Partial College,Professional,M,M,1,1-2,>=1,4,112161,34.0,127,4.844187086458591,1
Partial College,Professional,F,S,0,1-2,No,No,100206,34.0,53,3.970291913552122,0
Partial College,Professional,M,S,1,1-2,>=1,2,111385,34.0,103,4.634728988229636,1
Bachelors ,Management,F,S,1,No,>=1,4,152862,34.0,80,4.382026634673881,1
Graduate Degree,Management,M,M,1,>=3,No,No,175947,34.0,91,4.51085950651685,1
Partial College,Professional,F,M,1,1-2,>=1,>=5,108869,35.0,95,4.553876891600541,1
Partial College,Professional,F,M,1,>=3,>=1,>=5,112518,35.0,97,4.574710978503383,1
Partial College,Professional,F,M,1,>=3,>=1,2,103295,35.0,74,4.30406509320417,0
Partial College,Professional,M,S,1,>=3,>=1,2,135623,35.0,107,4.672828834461906,1
Bachelors ,Management,F,M,1,1-2,>=1,3,133281,35.0,85,4.442651256490317,1
Bachelors ,Management,M,S,0,>=3,>=1,2,162391,35.0,112,4.718498871295094,1
Bachelors ,Management,M,M,1,>=3,>=1,2,153063,35.0,123,4.812184355372417,1
Partial College,Professional,F,M,1,>=3,>=1,>=5,119552,36.0,102,4.624972813284271,0
Partial College,Professional,F,S,1,>=3,>=1,3,115617,36.0,69,4.23410650459726,0
High School,Professional,F,M,1,>=3,>=1,3,135698,36.0,83,4.418840607796598,0
Bachelors ,Management,F,M,1,1-2,>=1,3,140911,36.0,88,4.477336814478207,1
Bachelors ,Management,F,S,0,>=3,>=1,3,141950,36.0,75,4.31748811353631,1
Bachelors ,Management,M,M,0,1-2,>=1,3,172571,36.0,141,4.948759890378168,1
Graduate Degree,Management,F,M,1,>=3,No,No,167732,36.0,65,4.174387269895637,0
High School,Professional,F,M,0,1-2,No,2,84373,42.0,53,3.970291913552122,0
High School,Professional,F,M,1,1-2,>=1,2,99533,42.0,68,4.219507705176107,0
Partial High School,Skilled Manual,M,M,1,1-2,No,2,106002,43.0,79,4.3694478524670215,0
High School,Professional,M,M,0,1-2,No,4,56216,62.0,57,4.04305126783455,0
Bachelors ,Management,F,S,1,1-2,No,4,99426,62.0,46,3.828641396489095,0
Bachelors ,Management,F,M,1,1-2,No,4,99008,62.0,43,3.7612001156935624,0
Partial College,Professional,M,M,0,1-2,No,3,57991,61.0,65,4.174387269895637,0
Graduate Degree,Management,F,S,1,1-2,No,2,65651,61.0,44,3.784189633918261,0
Graduate Degree,Management,M,S,1,1-2,No,2,68116,61.0,63,4.143134726391533,0
Graduate Degree,Management,F,S,1,1-2,No,2,90763,61.0,45,3.8066624897703196,0
Graduate Degree,Management,M,M,1,1-2,No,4,113841,61.0,74,4.30406509320417,0
Graduate Degree,Management,M,M,1,1-2,No,4,110947,61.0,77,4.343805421853684,0
Partial College,Professional,M,S,1,>=3,>=1,3,147051,37.0,113,4.727387818712341,1
High School,Professional,M,S,1,1-2,>=1,4,143158,37.0,145,4.976733742420574,1
Partial High School,Skilled Manual,M,M,0,1-2,No,2,79543,43.0,77,4.343805421853684,0
Partial High School,Skilled Manual,M,M,1,1-2,No,2,86110,43.0,80,4.382026634673881,0
Partial High School,Skilled Manual,M,M,1,1-2,No,2,71726,43.0,77,4.343805421853684,0
Partial High School,Skilled Manual,F,S,1,1-2,No,3,72994,43.0,52,3.9512437185814275,0
Partial High School,Skilled Manual,M,S,1,1-2,No,3,84011,43.0,66,4.189654742026425,0
Partial High School,Skilled Manual,M,M,1,1-2,No,3,92894,43.0,82,4.406719247264253,0
High School,Professional,F,M,1,No,>=1,3,81559,43.0,57,4.04305126783455,0
Graduate Degree,Management,M,S,1,1-2,No,3,110022,44.0,73,4.290459441148391,1
Graduate Degree,Management,F,S,1,1-2,No,3,94565,44.0,52,3.9512437185814275,1
Partial College,Professional,F,M,0,1-2,No,3,61099,45.0,48,3.871201010907891,0
Partial College,Professional,F,M,0,1-2,No,3,48145,45.0,48,3.871201010907891,0
Partial College,Professional,F,S,1,1-2,No,3,46129,45.0,47,3.8501476017100584,0
Partial College,Professional,M,M,0,1-2,No,3,46333,45.0,68,4.219507705176107,0
Graduate Degree,Management,F,M,0,>=3,>=1,3,151126,60.0,76,4.330733340286331,0
Graduate Degree,Management,M,M,1,>=3,>=1,4,187053,60.0,131,4.875197323201151,1
Bachelors ,Management,M,M,1,>=3,>=1,3,170084,60.0,116,4.7535901911063645,0
Bachelors ,Management,M,S,1,1-2,No,>=5,134251,59.0,72,4.276666119016055,0
Graduate Degree,Management,M,S,1,No,>=1,4,176816,59.0,121,4.795790545596741,1
Graduate Degree,Management,F,M,1,No,>=1,4,142827,59.0,82,4.406719247264253,0
Bachelors ,Management,F,M,1,>=3,>=1,3,141742,59.0,80,4.382026634673881,0
Graduate Degree,Management,F,M,1,>=3,>=1,1,146487,59.0,66,4.189654742026425,0
Graduate Degree,Management,F,S,1,1-2,No,4,120294,58.0,41,3.713572066704308,0
Graduate Degree,Management,F,S,1,1-2,No,4,121159,58.0,51,3.9318256327243257,0
Bachelors ,Management,F,M,1,1-2,No,>=5,101364,58.0,49,3.8918202981106265,0
Graduate Degree,Management,M,M,1,>=3,>=1,4,188538,58.0,138,4.927253685157205,1
Bachelors ,Management,M,M,1,1-2,No,>=5,137855,57.0,80,4.382026634673881,0
Bachelors ,Management,M,M,0,1-2,No,>=5,127381,57.0,79,4.3694478524670215,0
Graduate Degree,Management,M,S,1,>=3,>=1,3,145961,57.0,112,4.718498871295094,0
Bachelors ,Management,F,M,1,>=3,No,3,98190,29.0,56,4.02535169073515,0
Bachelors ,Management,M,M,1,>=3,No,3,124834,29.0,85,4.442651256490317,1
Graduate Degree,Management,F,S,0,1-2,>=1,1,128330,29.0,68,4.219507705176107,0
Bachelors ,Management,M,M,1,>=3,>=1,1,167564,29.0,103,4.634728988229636,1
High School,Skilled Manual,F,S,1,1-2,No,No,47783,18.0,41,3.713572066704308,0
High School,Skilled Manual,F,M,0,1-2,No,4,44066,53.0,46,3.828641396489095,0
Partial College,Skilled Manual,M,M,0,1-2,No,No,76718,18.0,69,4.23410650459726,0
High School,Skilled Manual,M,M,1,1-2,No,No,44363,19.0,71,4.2626798770413155,0
Partial College,Skilled Manual,F,S,1,1-2,No,No,52596,19.0,47,3.8501476017100584,1
Partial College,Skilled Manual,M,S,1,1-2,No,No,53539,19.0,66,4.189654742026425,0
Partial College,Skilled Manual,F,S,0,1-2,No,No,84197,19.0,53,3.970291913552122,0
Partial High School,Clerical,M,M,1,1-2,>=1,2,19370,52.0,74,4.30406509320417,0
Partial College,Clerical,M,S,1,1-2,No,2,51625,51.0,68,4.219507705176107,0
Partial College,Clerical,F,M,0,1-2,No,2,34945,51.0,38,3.6375861597263857,0
Partial College,Clerical,M,S,1,1-2,No,3,64625,50.0,71,4.2626798770413155,0
Graduate Degree,Manual,M,M,1,No,No,1,37996,35.0,70,4.248495242049359,0
Graduate Degree,Manual,M,S,1,No,No,1,31639,35.0,57,4.04305126783455,1
Graduate Degree,Manual,F,S,1,No,No,1,35232,35.0,44,3.784189633918261,1
Graduate Degree,Clerical,M,S,1,No,No,1,47298,35.0,65,4.174387269895637,1
Graduate Degree,Clerical,F,M,1,No,No,1,37192,61.0,42,3.7376696182833684,0
Graduate Degree,Clerical,M,M,1,No,No,>=5,68223,35.0,76,4.330733340286331,0
Bachelors ,Manual,F,S,1,No,No,1,18785,39.0,43,3.7612001156935624,0
Partial College,Manual,F,M,1,No,No,1,10156,40.0,38,3.6375861597263857,0
Bachelors ,Clerical,F,S,1,No,No,1,35945,40.0,46,3.828641396489095,0
Bachelors ,Clerical,F,M,1,No,No,1,33527,59.0,39,3.6635616461296463,0
Bachelors ,Clerical,M,S,1,No,No,1,18707,59.0,48,3.871201010907891,0
Graduate Degree,Clerical,F,S,1,No,No,1,66395,59.0,43,3.7612001156935624,0
Graduate Degree,Clerical,F,M,1,No,No,1,64756,59.0,47,3.8501476017100584,0
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,49535,27.0,52,3.9512437185814275,0
Bachelors ,Skilled Manual,F,M,1,1-2,>=1,1,53657,27.0,58,4.060443010546419,0
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,59618,27.0,86,4.454347296253507,1
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,59858,27.0,85,4.442651256490317,0
Bachelors ,Skilled Manual,F,M,1,1-2,>=1,1,54687,27.0,63,4.143134726391533,0
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,66943,27.0,86,4.454347296253507,0
Graduate Degree,Professional,F,M,1,No,No,1,77370,27.0,49,3.8918202981106265,1
Graduate Degree,Professional,M,S,1,No,No,1,108778,27.0,75,4.31748811353631,1
Bachelors ,Skilled Manual,M,M,1,No,>=1,2,57713,28.0,102,4.624972813284271,0
Bachelors ,Skilled Manual,M,M,1,No,>=1,2,66925,28.0,102,4.624972813284271,1
Graduate Degree,Professional,M,M,1,No,No,1,116482,28.0,82,4.406719247264253,1
Graduate Degree,Professional,M,M,1,No,No,1,99153,26.0,83,4.418840607796598,0
Graduate Degree,Professional,M,M,1,No,No,1,117120,26.0,83,4.418840607796598,0
Graduate Degree,Professional,F,M,1,No,No,1,100555,26.0,51,3.9318256327243257,0
Graduate Degree,Professional,F,M,1,No,No,2,87151,26.0,56,4.02535169073515,0
Graduate Degree,Professional,M,M,1,No,No,1,115182,28.0,79,4.3694478524670215,1
Graduate Degree,Professional,F,M,1,No,No,1,89414,28.0,50,3.912023005428146,0
Graduate Degree,Professional,M,M,1,No,No,1,108206,28.0,85,4.442651256490317,0
Bachelors ,Skilled Manual,F,S,0,1-2,>=1,2,83451,29.0,61,4.110873864173311,1
High School,Skilled Manual,F,M,0,>=3,>=1,>=5,35082,30.0,83,4.418840607796598,1
Graduate Degree,Professional,M,S,1,No,No,3,114119,27.0,81,4.394449154672439,0
Graduate Degree,Professional,M,S,1,No,No,2,141834,27.0,81,4.394449154672439,0
Bachelors ,Skilled Manual,F,S,1,1-2,>=1,2,41484,30.0,57,4.04305126783455,1
Bachelors ,Skilled Manual,F,S,0,1-2,>=1,2,38511,30.0,59,4.07753744390572,0
Bachelors ,Skilled Manual,M,S,1,1-2,>=1,2,59995,30.0,91,4.51085950651685,1
Bachelors ,Skilled Manual,F,S,1,1-2,>=1,2,64147,30.0,64,4.1588830833596715,1
Bachelors ,Skilled Manual,F,S,1,1-2,>=1,2,42948,30.0,60,4.0943445622221,1
Bachelors ,Skilled Manual,M,M,1,No,>=1,3,106429,31.0,136,4.912654885736052,1
Bachelors ,Skilled Manual,F,S,0,No,>=1,3,88632,31.0,73,4.290459441148391,0
Graduate Degree,Professional,M,S,1,No,No,No,112313,31.0,84,4.430816798843313,1
Graduate Degree,Professional,M,M,1,No,No,No,109940,31.0,86,4.454347296253507,1
Graduate Degree,Professional,F,S,1,No,No,4,105952,31.0,56,4.02535169073515,0
Graduate Degree,Professional,F,M,1,No,No,4,114916,31.0,61,4.110873864173311,1
Graduate Degree,Professional,M,M,1,No,No,>=5,113089,28.0,86,4.454347296253507,1
Graduate Degree,Professional,F,M,1,1-2,>=1,>=5,97570,28.0,96,4.564348191467836,1
Graduate Degree,Professional,M,M,1,No,No,3,145528,28.0,91,4.51085950651685,0
Bachelors ,Professional,M,S,1,1-2,No,No,65450,32.0,76,4.330733340286331,1
Bachelors ,Skilled Manual,M,S,1,1-2,>=1,3,132549,32.0,118,4.770684624465665,1
Bachelors ,Skilled Manual,M,S,1,1-2,>=1,3,122790,32.0,122,4.804021044733257,1
Bachelors ,Skilled Manual,M,S,0,1-2,>=1,3,117586,32.0,119,4.77912349311153,1
Bachelors ,Skilled Manual,F,S,1,1-2,>=1,3,102019,32.0,77,4.343805421853684,1
Graduate Degree,Professional,M,M,1,No,No,No,105869,32.0,84,4.430816798843313,0
Bachelors ,Skilled Manual,M,S,1,1-2,>=1,4,98410,33.0,121,4.795790545596741,1
Bachelors ,Skilled Manual,F,S,1,1-2,>=1,>=5,81443,33.0,87,4.465908118654584,1
Bachelors ,Skilled Manual,F,S,1,>=3,>=1,>=5,76340,33.0,90,4.499809670330265,1
Bachelors ,Skilled Manual,F,S,1,>=3,>=1,>=5,95785,33.0,92,4.5217885770490405,1
Bachelors ,Skilled Manual,F,S,0,1-2,>=1,4,91654,33.0,66,4.189654742026425,1
Bachelors ,Skilled Manual,F,S,0,1-2,>=1,4,70939,33.0,66,4.189654742026425,0
Bachelors ,Skilled Manual,F,S,0,1-2,>=1,4,76090,33.0,61,4.110873864173311,1
Bachelors ,Skilled Manual,F,S,1,1-2,>=1,4,79742,34.0,70,4.248495242049359,1
Bachelors ,Skilled Manual,F,S,0,1-2,>=1,4,75694,34.0,65,4.174387269895637,1
Bachelors ,Professional,M,S,1,1-2,>=1,4,97922,34.0,99,4.59511985013459,1
Bachelors ,Professional,F,S,0,1-2,>=1,4,71425,34.0,54,3.9889840465642745,1
Bachelors ,Professional,F,S,1,1-2,>=1,4,83723,34.0,65,4.174387269895637,1
Bachelors ,Professional,F,S,1,1-2,>=1,4,96418,34.0,66,4.189654742026425,1
Bachelors ,Professional,M,M,1,1-2,>=1,4,100084,34.0,110,4.700480365792417,0
Bachelors ,Professional,M,S,0,1-2,No,No,88578,29.0,78,4.356708826689592,1
Bachelors ,Professional,M,S,0,1-2,No,No,106740,29.0,77,4.343805421853684,0
Bachelors ,Professional,M,S,1,1-2,No,No,109987,29.0,79,4.3694478524670215,0
Bachelors ,Professional,F,S,1,1-2,No,No,92051,29.0,51,3.9318256327243257,1
Graduate Degree,Professional,F,M,1,No,>=1,2,90919,29.0,66,4.189654742026425,0
Graduate Degree,Professional,F,M,1,No,>=1,3,84478,34.0,73,4.290459441148391,1
Bachelors ,Professional,F,S,0,1-2,No,1,90743,35.0,47,3.8501476017100584,0
Bachelors ,Professional,M,S,1,1-2,No,1,102939,35.0,82,4.406719247264253,1
Bachelors ,Professional,F,S,1,1-2,No,1,83851,35.0,56,4.02535169073515,0
Bachelors ,Professional,F,S,0,1-2,No,1,80036,35.0,45,3.8066624897703196,0
Partial College,Skilled Manual,M,M,1,1-2,No,1,91426,35.0,86,4.454347296253507,0
High School,Skilled Manual,F,M,1,>=3,>=1,4,36262,36.0,65,4.174387269895637,0
High School,Skilled Manual,F,M,1,1-2,>=1,4,40337,36.0,64,4.1588830833596715,1
Partial College,Skilled Manual,F,M,1,1-2,No,1,73153,36.0,52,3.9512437185814275,0
Partial College,Skilled Manual,F,M,1,1-2,No,1,69235,36.0,52,3.9512437185814275,0
Partial College,Skilled Manual,M,M,1,1-2,No,1,82588,37.0,78,4.356708826689592,0
Partial College,Skilled Manual,F,M,1,1-2,No,1,62856,37.0,53,3.970291913552122,0
Partial College,Skilled Manual,M,S,0,1-2,No,No,57000,30.0,68,4.219507705176107,0
Partial College,Skilled Manual,M,S,0,1-2,No,No,42496,30.0,65,4.174387269895637,0
Partial College,Skilled Manual,F,M,1,1-2,No,1,80411,37.0,47,3.8501476017100584,0
Partial College,Skilled Manual,F,M,1,1-2,No,1,75716,37.0,51,3.9318256327243257,0
Partial College,Skilled Manual,F,M,1,1-2,No,1,52936,38.0,50,3.912023005428146,0
Bachelors ,Professional,F,M,1,1-2,>=1,>=5,73809,38.0,87,4.465908118654584,0
Bachelors ,Professional,F,M,1,1-2,>=1,>=5,92963,38.0,89,4.48863636973214,0
Bachelors ,Professional,M,S,1,1-2,>=1,>=5,110001,38.0,134,4.897839799950911,1
